WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
Bm4001	Bm_v4_Chr4_scaffold_001	9069277	9071060	1	WBGene00224262
Bm4003	Bm_v4_ChrX_scaffold_001	3807665	3811172	-1	WBGene00224264
Bm4005	Bm_v4_ChrX_scaffold_001	13105144	13109204	-1	WBGene00224266
Bm4006	Bm_v4_ChrX_scaffold_001	19970760	19976091	1	WBGene00224267
Bm4007	Bm_v4_ChrX_scaffold_001	13747686	13749228	1	WBGene00224268
Bm4008	Bm_v4_ChrX_scaffold_001	9999600	10001076	-1	WBGene00224269
Bm4009	Bm_v4_ChrX_scaffold_001	10005586	10006987	-1	WBGene00224270
Bm4010	Bm_v4_ChrX_scaffold_001	10494058	10497396	-1	WBGene00224271
Bm4011	Bm_v4_ChrX_scaffold_001	5585781	5587443	-1	WBGene00224272
Bm4012	Bm_v4_ChrX_scaffold_001	19039583	19043676	-1	WBGene00224273
Bm4013	Bm_v4_ChrX_scaffold_001	4823364	4831316	1	WBGene00224274
Bm4014	Bm_v4_Chr2_contig_001	11651892	11661385	1	WBGene00224275
Bm4015	Bm_v4_Chr2_contig_001	7320247	7322655	-1	WBGene00224276
Bm4016	Bm_v4_ChrX_scaffold_001	15079817	15088121	-1	WBGene00224277
Bm4017	Bm_v4_Chr4_scaffold_001	11973283	11975652	-1	WBGene00224278
Bm4018	Bm_v4_Chr1_scaffold_001	13792735	13798306	-1	WBGene00224279
Bm4019	Bm_v4_ChrX_scaffold_001	493608	499436	-1	WBGene00224280
Bm4020	Bm_v4_Chr1_scaffold_001	878569	879746	1	WBGene00224281
Bm4021	Bm_v4_Chr1_scaffold_001	947303	948978	-1	WBGene00224282
Bm4024	Bm_v4_Chr4_scaffold_001	5433875	5435536	1	WBGene00224285
Bm4025	Bm_v4_ChrX_scaffold_001	3911352	3917025	-1	WBGene00224286
Bm4026	Bm_v4_ChrX_scaffold_001	12291244	12293241	1	WBGene00224287
Bm4027	Bm_v4_ChrX_scaffold_001	1813971	1820197	-1	WBGene00224288
Bm4028	Bm_v4_Chr2_contig_001	13762643	13768206	-1	WBGene00224289
Bm4029	Bm_v4_ChrX_scaffold_001	10678794	10682762	1	WBGene00224290
Bm4030	Bm_v4_ChrX_scaffold_001	10674378	10677945	1	WBGene00224291
Bm4031	Bm_v4_Chr2_contig_001	3292216	3294894	-1	WBGene00224292
Bm4032	Bm_v4_ChrX_scaffold_001	5319414	5321091	-1	WBGene00224293
Bm4033	Bm_v4_Chr1_scaffold_001	9104637	9107443	-1	WBGene00224294
Bm4034	Bm_v4_Chr1_scaffold_001	9739998	9744590	-1	WBGene00224295
Bm4035	Bm_v4_Chr1_scaffold_001	9755339	9760200	1	WBGene00224296
Bm4036	Bm_v4_Chr1_scaffold_001	9747009	9753299	1	WBGene00224297
Bm4037	Bm_v4_Chr1_scaffold_001	8107400	8109581	-1	WBGene00224298
Bm4038	Bm_051	14165	15071	1	WBGene00224299
Bm4039	Bm_v4_ChrX_scaffold_001	11598079	11600516	1	WBGene00224300
Bm4040	Bm_v4_Chr1_scaffold_001	13813436	13817879	-1	WBGene00224301
Bm4041	Bm_v4_Chr1_scaffold_001	6511806	6519269	1	WBGene00224302
Bm4043	Bm_v4_Chr1_scaffold_001	9046042	9049593	-1	WBGene00224304
Bm4044	Bm_v4_ChrX_scaffold_001	14551016	14553520	1	WBGene00224305
Bm4045	Bm_v4_Chr3_scaffold_001	2226086	2230529	1	WBGene00224306
Bm4046	Bm_v4_ChrX_scaffold_001	16943584	16953858	1	WBGene00224307
Bm4047	Bm_v4_Chr1_scaffold_001	7037387	7040158	-1	WBGene00224308
Bm4048	Bm_v4_Chr1_scaffold_001	6877669	6878639	-1	WBGene00224309
Bm4049	Bm_v4_Chr1_scaffold_001	6875607	6876882	-1	WBGene00224310
Bm4050	Bm_v4_ChrX_scaffold_001	5517285	5521328	1	WBGene00224311
Bm4051	Bm_v4_Chr4_scaffold_001	8475192	8477851	-1	WBGene00224312
Bm4053	Bm_v4_Chr4_scaffold_001	8585726	8587012	-1	WBGene00224314
Bm4054	Bm_v4_Chr1_scaffold_001	5240534	5259002	1	WBGene00224315
Bm4055	Bm_v4_Chr1_scaffold_001	11189833	11192197	-1	WBGene00224316
Bm4056	Bm_v4_Chr2_contig_001	3020855	3022009	-1	WBGene00224317
Bm4057	Bm_v4_Chr2_contig_001	10839091	10840534	1	WBGene00224318
Bm4058	Bm_v4_Chr2_contig_001	3669556	3675853	1	WBGene00224319
Bm4059	Bm_v4_Chr3_scaffold_001	5091039	5095792	-1	WBGene00224320
Bm4060	Bm_v4_Chr2_contig_001	3933414	3935618	1	WBGene00224321
Bm4061	Bm_v4_Chr2_contig_001	6782806	6786232	-1	WBGene00224322
Bm4062	Bm_v4_Chr2_contig_001	12539604	12546444	1	WBGene00224323
Bm4063	Bm_v4_Chr2_contig_001	2581602	2586858	-1	WBGene00224324
Bm4065	Bm_v4_Chr3_scaffold_001	13428777	13430424	1	WBGene00224326
Bm4066	Bm_v4_Chr3_scaffold_001	2094506	2097578	1	WBGene00224327
Bm4067	Bm_008	242816	244594	1	WBGene00224328
Bm4068	Bm_v4_Chr4_scaffold_001	6833366	6845642	1	WBGene00224329
Bm4070	Bm_v4_Chr3_scaffold_001	2699374	2702841	1	WBGene00224331
Bm4071	Bm_v4_Chr3_scaffold_001	4431733	4436254	-1	WBGene00224332
Bm4072	Bm_v4_Chr3_scaffold_001	4453855	4459374	-1	WBGene00224333
Bm4073	Bm_v4_Chr3_scaffold_001	623430	624620	-1	WBGene00224334
Bm4074	Bm_v4_Chr4_scaffold_001	10234145	10239677	-1	WBGene00224335
Bm4075	Bm_v4_Chr4_scaffold_001	6287420	6293500	1	WBGene00224336
Bm4076	Bm_v4_Chr4_scaffold_001	12549127	12560621	-1	WBGene00224337
Bm4077	Bm_v4_ChrX_scaffold_001	4398373	4403828	1	WBGene00224338
Bm4078	Bm_v4_ChrX_scaffold_001	8928297	8930981	1	WBGene00224339
Bm4079	Bm_v4_Chr1_scaffold_001	5504819	5509574	1	WBGene00224340
Bm4080	Bm_v4_Chr1_scaffold_001	13111207	13113909	1	WBGene00224341
Bm4081	Bm_v4_Chr1_scaffold_001	5792513	5797224	1	WBGene00224342
Bm4082	Bm_v4_Chr3_scaffold_001	53388	57035	1	WBGene00224343
Bm4083	Bm_v4_Chr4_scaffold_001	6866549	6868071	1	WBGene00224344
Bm4084	Bm_v4_ChrX_scaffold_001	23255886	23259208	1	WBGene00224345
Bm4085	Bm_v4_Chr1_scaffold_001	9687477	9704995	-1	WBGene00224346
Bm4088	Bm_v4_ChrX_scaffold_001	15845106	15847801	-1	WBGene00224349
Bm4089	Bm_v4_Chr1_scaffold_001	6341548	6344026	-1	WBGene00224350
Bm4090	Bm_v4_Chr4_scaffold_001	4093685	4094791	1	WBGene00224351
Bm4092	Bm_v4_Chr2_contig_001	9040054	9043279	1	WBGene00224353
Bm4093	Bm_v4_Chr2_contig_001	1988533	1989637	1	WBGene00224354
Bm4094	Bm_v4_Chr2_contig_001	2253254	2257274	1	WBGene00224355
Bm4095	Bm_v4_Chr3_scaffold_001	2813546	2816366	1	WBGene00224356
Bm4096	Bm_v4_Chr2_contig_001	5670063	5690648	1	WBGene00224357
Bm4097	Bm_v4_Chr4_scaffold_001	8366869	8368703	1	WBGene00224358
Bm4098	Bm_v4_Chr1_scaffold_001	9549411	9554508	-1	WBGene00224359
Bm4099	Bm_v4_ChrX_scaffold_001	4592594	4595490	-1	WBGene00224360
Bm4100	Bm_v4_ChrX_scaffold_001	4341991	4344380	-1	WBGene00224361
Bm4101	Bm_v4_ChrX_scaffold_001	1744800	1748902	1	WBGene00224362
Bm4102	Bm_v4_Chr1_scaffold_001	1911134	1913771	1	WBGene00224363
Bm4104	Bm_v4_ChrX_scaffold_001	3375166	3416438	1	WBGene00224365
Bm4105	Bm_v4_ChrX_scaffold_001	9685698	9691628	-1	WBGene00224366
Bm4106	Bm_v4_ChrX_scaffold_001	9090502	9094976	1	WBGene00224367
Bm4107	Bm_v4_Chr2_contig_001	12281704	12369386	1	WBGene00224368
Bm4108	Bm_v4_Chr2_contig_001	4400722	4403307	1	WBGene00224369
Bm4109	Bm_v4_Chr2_contig_001	4117611	4123584	-1	WBGene00224370
Bm4110	Bm_v4_ChrX_scaffold_001	16395951	16405748	-1	WBGene00224371
Bm4111	Bm_v4_Chr4_scaffold_001	167794	171842	1	WBGene00224372
Bm4112	Bm_v4_Chr1_scaffold_001	12163945	12164553	1	WBGene00224373
Bm4114	Bm_v4_ChrX_scaffold_001	16034163	16036063	1	WBGene00224375
Bm4115	Bm_v4_Chr1_scaffold_001	10751475	10753263	-1	WBGene00224376
Bm4116	Bm_v4_ChrX_scaffold_001	3339564	3348299	-1	WBGene00224377
Bm4118	Bm_v4_ChrX_scaffold_001	15995439	15997758	1	WBGene00224379
Bm4119	Bm_v4_Chr1_scaffold_001	4831046	4832045	-1	WBGene00224380
Bm4120	Bm_v4_Chr1_scaffold_001	52801	54091	-1	WBGene00224381
Bm4121	Bm_v4_Chr1_scaffold_001	54775	55981	-1	WBGene00224382
Bm4122	Bm_v4_Chr1_scaffold_001	6762826	6800018	1	WBGene00224383
Bm4123	Bm_v4_Chr1_scaffold_001	6432475	6435603	-1	WBGene00224384
Bm4124	Bm_v4_Chr2_contig_001	372585	376620	1	WBGene00224385
Bm4125	Bm_v4_Chr1_scaffold_001	14362586	14363739	1	WBGene00224386
Bm4126	Bm_v4_Chr2_contig_001	328508	329617	1	WBGene00224387
Bm4127	Bm_v4_Chr3_scaffold_001	8370867	8375121	1	WBGene00224388
Bm4128	Bm_v4_Chr3_scaffold_001	8375447	8376841	-1	WBGene00224389
Bm4129	Bm_v4_Chr3_scaffold_001	678943	685593	-1	WBGene00224390
Bm4130	Bm_v4_Chr3_scaffold_001	3571238	3571882	1	WBGene00224391
Bm4131	Bm_v4_Chr3_scaffold_001	1310585	1314306	1	WBGene00224392
Bm4132	Bm_v4_Chr4_scaffold_001	6557202	6563068	1	WBGene00224393
Bm4133	Bm_v4_Chr4_scaffold_001	2169721	2173036	-1	WBGene00224394
Bm4134	Bm_v4_Chr4_scaffold_001	5549498	5555153	1	WBGene00224395
Bm4135	Bm_v4_Chr4_scaffold_001	2166304	2168652	-1	WBGene00224396
Bm4136	Bm_v4_ChrX_scaffold_001	8067021	8075114	1	WBGene00224397
Bm4137	Bm_v4_Chr2_contig_001	11263259	11269538	1	WBGene00224398
Bm4138	Bm_v4_Chr2_contig_001	5976807	5978715	-1	WBGene00224399
Bm4139	Bm_v4_Chr2_contig_001	1937528	1945572	-1	WBGene00224400
Bm4140	Bm_v4_Chr2_contig_001	10451775	10455783	-1	WBGene00224401
Bm4141	Bm_v4_ChrX_scaffold_001	18246517	18252368	-1	WBGene00224402
Bm4142	Bm_v4_ChrX_scaffold_001	18231566	18238947	1	WBGene00224403
Bm4143	Bm_v4_ChrX_scaffold_001	24622907	24625407	1	WBGene00224404
Bm4144	Bm_v4_ChrX_scaffold_001	17919880	17927254	1	WBGene00224405
Bm4145	Bm_v4_Chr4_scaffold_001	97255	104037	1	WBGene00224406
Bm4146	Bm_v4_Chr4_scaffold_001	2950924	2953878	1	WBGene00224407
Bm4147	Bm_v4_Chr4_scaffold_001	2939192	2943061	1	WBGene00224408
Bm4148	Bm_v4_ChrX_scaffold_001	8407447	8412312	1	WBGene00224409
Bm4149	Bm_v4_Chr2_contig_001	6178919	6184102	-1	WBGene00224410
Bm4151	Bm_v4_ChrX_scaffold_001	8414492	8419691	1	WBGene00224412
Bm4152	Bm_v4_ChrX_scaffold_001	20343002	20355861	1	WBGene00224413
Bm4153	Bm_v4_ChrX_scaffold_001	20389087	20393436	-1	WBGene00224414
Bm4154	Bm_v4_Chr3_scaffold_001	8980897	8989445	-1	WBGene00224415
Bm4155	Bm_v4_Chr2_contig_001	12940638	12944013	-1	WBGene00224416
Bm4156	Bm_v4_Chr3_scaffold_001	12057654	12086681	-1	WBGene00224417
Bm4157	Bm_v4_Chr3_scaffold_001	6586323	6587457	1	WBGene00224418
Bm4158	Bm_v4_Chr3_scaffold_001	4473843	4484238	-1	WBGene00224419
Bm4159	Bm_v4_ChrX_scaffold_001	22117173	22119755	-1	WBGene00224420
Bm4160	Bm_v4_ChrX_scaffold_001	11277199	11280416	-1	WBGene00224421
Bm4161	Bm_v4_ChrX_scaffold_001	20370771	20380513	1	WBGene00224422
Bm4162	Bm_v4_ChrX_scaffold_001	24866391	24884570	-1	WBGene00224423
Bm4163	Bm_v4_ChrX_scaffold_001	14526604	14528947	1	WBGene00224424
Bm4164	Bm_v4_ChrX_scaffold_001	21427393	21428802	-1	WBGene00224425
Bm4165	Bm_012	30536	33890	1	WBGene00224426
Bm4166	Bm_v4_ChrX_scaffold_001	23170086	23173532	-1	WBGene00224427
Bm4168	Bm_v4_ChrX_scaffold_001	7650099	7650393	1	WBGene00224429
Bm4169	Bm_v4_ChrX_scaffold_001	5431803	5436432	-1	WBGene00224430
Bm4170	Bm_v4_ChrX_scaffold_001	14796534	14812023	-1	WBGene00224431
Bm4171	Bm_v4_ChrX_scaffold_001	2726117	2737626	1	WBGene00224432
Bm4172	Bm_v4_Chr2_contig_001	7589480	7592758	1	WBGene00224433
Bm4173	Bm_v4_Chr3_scaffold_001	8098915	8100664	1	WBGene00224434
Bm4175	Bm_007	645070	645902	-1	WBGene00224436
Bm4177	Bm_v4_ChrX_scaffold_001	20589200	20593450	-1	WBGene00224438
Bm4178	Bm_007	279978	281274	-1	WBGene00224439
Bm4179	Bm_v4_Chr1_scaffold_001	5482361	5488494	-1	WBGene00224440
Bm4180	Bm_v4_Chr1_scaffold_001	8230370	8232056	-1	WBGene00224441
Bm4181	Bm_v4_Chr1_scaffold_001	2433718	2438493	1	WBGene00224442
Bm4182	Bm_v4_ChrX_scaffold_001	12763457	12770542	-1	WBGene00224443
Bm4183	Bm_v4_ChrX_scaffold_001	15128338	15132357	1	WBGene00224444
Bm4184	Bm_v4_ChrX_scaffold_001	14874177	14878584	-1	WBGene00224445
Bm4185	Bm_v4_Chr2_contig_001	4328426	4335423	1	WBGene00224446
Bm4186	Bm_v4_ChrX_scaffold_001	16968884	16969481	-1	WBGene00224447
Bm4187	Bm_v4_Chr3_scaffold_001	8137838	8146233	-1	WBGene00224448
Bm4188	Bm_v4_Chr3_scaffold_001	243616	245455	1	WBGene00224449
Bm4189	Bm_008	95794	102925	1	WBGene00224450
Bm4191	Bm_v4_Chr2_contig_001	6299007	6311053	-1	WBGene00224452
Bm4192	Bm_v4_Chr4_scaffold_001	7290260	7295724	1	WBGene00224453
Bm4194	Bm_v4_Chr2_contig_001	7193549	7197868	-1	WBGene00224455
Bm4195	Bm_v4_ChrX_scaffold_001	15957140	15958156	1	WBGene00224456
Bm4196	Bm_v4_ChrX_scaffold_001	17053267	17057078	-1	WBGene00224457
Bm4197	Bm_v4_Chr1_scaffold_001	5416476	5423819	1	WBGene00224458
Bm4198	Bm_v4_ChrX_scaffold_001	7982916	7986011	-1	WBGene00224459
Bm4199	Bm_v4_ChrX_scaffold_001	3681385	3682573	1	WBGene00224460
Bm4200	Bm_v4_ChrX_scaffold_001	3245689	3246238	-1	WBGene00224461
Bm4201	Bm_v4_Chr3_scaffold_001	10618648	10621320	-1	WBGene00224462
Bm4202	Bm_v4_ChrX_scaffold_001	3204309	3205761	1	WBGene00224463
Bm4203	Bm_v4_ChrX_scaffold_001	22283126	22287317	1	WBGene00224464
Bm4204	Bm_v4_ChrX_scaffold_001	17781996	17793902	1	WBGene00224465
Bm4205	Bm_v4_ChrX_scaffold_001	18256515	18274407	1	WBGene00224466
Bm4206	Bm_v4_ChrX_scaffold_001	13754679	13757918	1	WBGene00224467
Bm4207	Bm_v4_Chr1_scaffold_001	9858969	9861468	-1	WBGene00224468
Bm4208	Bm_v4_Chr2_contig_001	14155124	14159463	1	WBGene00224469
Bm4209	Bm_v4_ChrX_scaffold_001	22053202	22059252	1	WBGene00224470
Bm4211	Bm_v4_ChrX_scaffold_001	24848498	24856350	-1	WBGene00224472
Bm4212	Bm_v4_Chr4_scaffold_001	11731354	11733880	1	WBGene00224473
Bm4213	Bm_v4_ChrX_scaffold_001	19761714	19768134	1	WBGene00224474
Bm4215	Bm_v4_Chr3_scaffold_001	6120724	6127889	-1	WBGene00224476
Bm4216	Bm_v4_Chr2_contig_001	7115253	7119665	-1	WBGene00224477
Bm4217	Bm_v4_ChrX_scaffold_001	9497889	9499048	1	WBGene00224478
Bm4218	Bm_v4_ChrX_scaffold_001	9511424	9515552	-1	WBGene00224479
Bm4219	Bm_v4_ChrX_scaffold_001	23533835	23534695	1	WBGene00224480
Bm4220	Bm_v4_ChrX_scaffold_001	23532276	23533658	-1	WBGene00224481
Bm4221	Bm_v4_Chr3_scaffold_001	580514	581460	-1	WBGene00224482
Bm4223	Bm_v4_Chr3_scaffold_001	13115456	13117434	-1	WBGene00224484
Bm4224	Bm_v4_Chr3_scaffold_001	13117975	13122234	1	WBGene00224485
Bm4225	Bm_v4_ChrX_scaffold_001	12219482	12227402	1	WBGene00224486
Bm4226	Bm_v4_ChrX_scaffold_001	22153529	22163786	-1	WBGene00224487
Bm4227	Bm_v4_ChrX_scaffold_001	21140713	21142484	1	WBGene00224488
Bm4228	Bm_v4_ChrX_scaffold_001	18389663	18394514	-1	WBGene00224489
Bm4229	Bm_v4_ChrX_scaffold_001	16212409	16219929	1	WBGene00224490
Bm4231	Bm_v4_ChrX_scaffold_001	3867092	3883837	-1	WBGene00224492
Bm4232	Bm_v4_ChrX_scaffold_001	6722409	6725306	-1	WBGene00224493
Bm4233	Bm_v4_Chr1_scaffold_001	2517584	2519587	-1	WBGene00224494
Bm4234	Bm_v4_Chr2_contig_001	5016908	5029759	1	WBGene00224495
Bm4235	Bm_v4_ChrX_scaffold_001	9698867	9699819	-1	WBGene00224496
Bm4236	Bm_007	309576	312964	-1	WBGene00224497
Bm4237	Bm_v4_ChrX_scaffold_001	8449894	8451363	1	WBGene00224498
Bm4238	Bm_v4_ChrX_scaffold_001	3937333	3941316	1	WBGene00224499
Bm4239	Bm_v4_Chr4_scaffold_001	6418710	6422453	-1	WBGene00224500
Bm4240	Bm_v4_Chr3_scaffold_001	899728	901189	1	WBGene00224501
Bm4241	Bm_v4_Chr3_scaffold_001	3701616	3707067	-1	WBGene00224502
Bm4242	Bm_v4_Chr3_scaffold_001	6931307	6944062	-1	WBGene00224503
Bm4243	Bm_v4_Chr3_scaffold_001	10393395	10408588	-1	WBGene00224504
Bm4244	Bm_v4_ChrX_scaffold_001	1521078	1535260	1	WBGene00224505
Bm4245	Bm_v4_ChrX_scaffold_001	360500	365808	1	WBGene00224506
Bm4246	Bm_015	75437	76999	1	WBGene00224507
Bm4247	Bm_v4_Chr2_contig_001	2425376	2430834	1	WBGene00224508
Bm4248	Bm_v4_Chr1_scaffold_001	6868539	6871459	1	WBGene00224509
Bm4249	Bm_v4_Chr1_scaffold_001	12165015	12167062	-1	WBGene00224510
Bm4250	Bm_v4_Chr2_contig_001	2417719	2424281	1	WBGene00224511
Bm4252	Bm_v4_ChrX_scaffold_001	9499203	9500321	-1	WBGene00224513
Bm4253	Bm_v4_ChrX_scaffold_001	5102021	5110491	1	WBGene00224514
Bm4254	Bm_v4_ChrX_scaffold_001	4713470	4716585	1	WBGene00224515
Bm4255	Bm_v4_Chr3_scaffold_001	5599954	5602072	1	WBGene00224516
Bm4256	Bm_v4_Chr4_scaffold_001	7073978	7079879	-1	WBGene00224517
Bm4257	Bm_v4_ChrX_scaffold_001	22040051	22044802	1	WBGene00224518
Bm4259	Bm_v4_ChrX_scaffold_001	14641060	14667066	-1	WBGene00224520
Bm4260	Bm_v4_ChrX_scaffold_001	21143227	21149701	-1	WBGene00224521
Bm4261	Bm_v4_Chr4_scaffold_001	10619113	10619834	1	WBGene00224522
Bm4262	Bm_v4_Chr4_scaffold_001	7418698	7423523	1	WBGene00224523
Bm4263	Bm_v4_Chr4_scaffold_001	7402535	7411006	1	WBGene00224524
Bm4264	Bm_v4_ChrX_scaffold_001	14324184	14327558	-1	WBGene00224525
Bm4265	Bm_v4_ChrX_scaffold_001	5258649	5263289	-1	WBGene00224526
Bm4266	Bm_v4_ChrX_scaffold_001	23138053	23145936	-1	WBGene00224527
Bm4268	Bm_v4_Chr3_scaffold_001	11450374	11460514	-1	WBGene00224529
Bm4269	Bm_v4_ChrX_scaffold_001	927712	929499	1	WBGene00224530
Bm4270	Bm_v4_ChrX_scaffold_001	5976877	5978028	1	WBGene00224531
Bm4271	Bm_v4_ChrX_scaffold_001	50988	56947	-1	WBGene00224532
Bm4272	Bm_v4_ChrX_scaffold_001	17614595	17628288	1	WBGene00224533
Bm4273	Bm_v4_ChrX_scaffold_001	348455	352950	1	WBGene00224534
Bm4274	Bm_v4_ChrX_scaffold_001	1467186	1471551	-1	WBGene00224535
Bm4275	Bm_v4_Chr2_contig_001	5783618	5790055	-1	WBGene00224536
Bm4276	Bm_v4_Chr3_scaffold_001	2071522	2076032	-1	WBGene00224537
Bm4277	Bm_v4_Chr2_contig_001	4301979	4306864	-1	WBGene00224538
Bm4278	Bm_v4_Chr1_scaffold_001	12279205	12283588	-1	WBGene00224539
Bm4279	Bm_v4_Chr3_scaffold_001	1743042	1745669	-1	WBGene00224540
Bm4280	Bm_v4_Chr1_scaffold_001	9660180	9670547	-1	WBGene00224541
Bm4281	Bm_v4_Chr1_scaffold_001	13994948	13999490	-1	WBGene00224542
Bm4282	Bm_v4_ChrX_scaffold_001	23657240	23657927	1	WBGene00224543
Bm4283	Bm_v4_ChrX_scaffold_001	2989751	2995952	-1	WBGene00224544
Bm4284	Bm_v4_Chr2_contig_001	2142546	2146151	1	WBGene00224545
Bm4285	Bm_v4_Chr2_contig_001	10857639	10873055	-1	WBGene00224546
Bm4286	Bm_v4_ChrX_scaffold_001	16185338	16187456	1	WBGene00224547
Bm4288	Bm_v4_ChrX_scaffold_001	21837178	21840555	1	WBGene00224549
Bm4289	Bm_v4_ChrX_scaffold_001	21915476	21922905	-1	WBGene00224550
Bm4290	Bm_v4_ChrX_scaffold_001	4813505	4817337	-1	WBGene00224551
Bm4291	Bm_v4_Chr2_contig_001	9499147	9503794	1	WBGene00224552
Bm4292	Bm_v4_ChrX_scaffold_001	3823971	3830721	-1	WBGene00224553
Bm4293	Bm_v4_Chr2_contig_001	11228933	11259483	1	WBGene00224554
Bm4294	Bm_v4_ChrX_scaffold_001	4362441	4365267	-1	WBGene00224555
Bm4295	Bm_008	368121	399962	-1	WBGene00224556
Bm4297	Bm_v4_Chr4_scaffold_001	4716461	4718095	-1	WBGene00224558
Bm4298	Bm_v4_Chr2_contig_001	12973490	12981573	1	WBGene00224559
Bm4299	Bm_v4_Chr4_scaffold_001	12773095	12791140	1	WBGene00224560
Bm4300	Bm_v4_Chr4_scaffold_001	5892978	5897627	-1	WBGene00224561
Bm4301	Bm_v4_Chr4_scaffold_001	5880510	5883955	1	WBGene00224562
Bm4302	Bm_v4_Chr4_scaffold_001	5875655	5879672	1	WBGene00224563
Bm4303	Bm_v4_Chr1_scaffold_001	13958169	13964456	-1	WBGene00224564
Bm4304	Bm_v4_Chr4_scaffold_001	11722465	11726712	1	WBGene00224565
Bm4305	Bm_v4_ChrX_scaffold_001	6610172	6612964	-1	WBGene00224566
Bm4307	Bm_v4_Chr4_scaffold_001	5862282	5871524	-1	WBGene00224568
Bm4308	Bm_v4_Chr4_scaffold_001	8470175	8474834	1	WBGene00224569
Bm4309	Bm_v4_Chr4_scaffold_001	1309060	1313966	1	WBGene00224570
Bm4310	Bm_v4_ChrX_scaffold_001	20213299	20215552	-1	WBGene00224571
Bm4311	Bm_v4_Chr4_scaffold_001	7168034	7171821	1	WBGene00224572
Bm4312	Bm_v4_Chr4_scaffold_001	7165477	7167557	1	WBGene00224573
Bm4313	Bm_v4_Chr2_contig_001	9027514	9030094	1	WBGene00224574
Bm4314	Bm_v4_Chr2_contig_001	14152061	14154545	1	WBGene00224575
Bm4315	Bm_v4_Chr3_scaffold_001	9647635	9651115	-1	WBGene00224576
Bm4316	Bm_v4_Chr3_scaffold_001	7265982	7267704	-1	WBGene00224577
Bm4317	Bm_v4_Chr3_scaffold_001	7270968	7273545	-1	WBGene00224578
Bm4318	Bm_v4_Chr2_contig_001	6327811	6335000	1	WBGene00224579
Bm4319	Bm_v4_Chr2_contig_001	8351168	8357601	-1	WBGene00224580
Bm4320	Bm_v4_Chr2_contig_001	8359108	8360658	-1	WBGene00224581
Bm4321	Bm_v4_Chr3_scaffold_001	3584262	3586903	1	WBGene00224582
Bm4322	Bm_v4_Chr1_scaffold_001	10624562	10627456	-1	WBGene00224583
Bm4323	Bm_v4_Chr3_scaffold_001	3579989	3581842	-1	WBGene00224584
Bm4324	Bm_v4_ChrX_scaffold_001	4689033	4694202	1	WBGene00224585
Bm4325	Bm_v4_ChrX_scaffold_001	11879107	11883330	-1	WBGene00224586
Bm4326	Bm_v4_Chr4_scaffold_001	5361193	5368764	1	WBGene00224587
Bm4327	Bm_v4_ChrX_scaffold_001	12518162	12521962	1	WBGene00224588
Bm4328	Bm_v4_ChrX_scaffold_001	18985970	18989763	-1	WBGene00224589
Bm4329	Bm_010	92022	97141	1	WBGene00224590
Bm4330	Bm_v4_Chr4_scaffold_001	5710320	5724116	-1	WBGene00224591
Bm4331	Bm_v4_ChrX_scaffold_001	17803170	17806447	1	WBGene00224592
Bm4332	Bm_v4_Chr3_scaffold_001	13511208	13513540	1	WBGene00224593
Bm4333	Bm_v4_Chr3_scaffold_001	9897918	9915785	-1	WBGene00224594
Bm4334	Bm_v4_Chr3_scaffold_001	12325044	12331307	-1	WBGene00224595
Bm4335	Bm_v4_Chr3_scaffold_001	12339891	12342594	-1	WBGene00224596
Bm4336	Bm_v4_Chr2_contig_001	4027803	4061844	-1	WBGene00224597
Bm4337	Bm_v4_Chr2_contig_001	4317867	4322794	1	WBGene00224598
Bm4338	Bm_v4_ChrX_scaffold_001	17078866	17089730	-1	WBGene00224599
Bm4339	Bm_v4_Chr4_scaffold_001	3267930	3274158	1	WBGene00224600
Bm4340	Bm_v4_ChrX_scaffold_001	2646438	2647895	-1	WBGene00224601
Bm4341	Bm_v4_Chr3_scaffold_001	13396244	13398292	1	WBGene00224602
Bm4342	Bm_v4_Chr3_scaffold_001	2601430	2608291	-1	WBGene00224603
Bm4343	Bm_v4_Chr3_scaffold_001	8202825	8204943	1	WBGene00224604
Bm4344	Bm_v4_Chr1_scaffold_001	45372	47223	1	WBGene00224605
Bm4345	Bm_v4_Chr1_scaffold_001	11204940	11205920	1	WBGene00224606
Bm4346	Bm_v4_Chr1_scaffold_001	6809947	6813293	1	WBGene00224607
Bm4347	Bm_v4_Chr1_scaffold_001	7257381	7259762	1	WBGene00224608
Bm4348	Bm_v4_Chr1_scaffold_001	7262218	7265489	1	WBGene00224609
Bm4349	Bm_v4_Chr2_contig_001	1116645	1120148	1	WBGene00224610
Bm4350	Bm_v4_ChrX_scaffold_001	16632733	16635058	-1	WBGene00224611
Bm4351	Bm_v4_Chr1_scaffold_001	10508805	10511785	1	WBGene00224612
Bm4352	Bm_v4_Chr1_scaffold_001	8856583	8860507	1	WBGene00224613
Bm4353	Bm_v4_Chr2_contig_001	7705938	7710706	-1	WBGene00224614
Bm4354	Bm_v4_ChrX_scaffold_001	7010042	7016194	1	WBGene00224615
Bm4355	Bm_v4_Chr2_contig_001	5846926	5850335	-1	WBGene00224616
Bm4356	Bm_v4_ChrX_scaffold_001	1027865	1029390	-1	WBGene00224617
Bm4357	Bm_v4_Chr3_scaffold_001	8247163	8258601	1	WBGene00224618
